3,9,14,17,52,640,221,2.0,78.0,22.0
6,9,14,18,53,642,223,2.0,78.0,22.0
4,7,13,17,51,640,222,2.0,78.0,22.0
6,7,15,17,52,641,224,2.0,78.0,22.0
2,11,13,18,51,642,223,2.0,78.0,22.0
3,6,12,15,49,640,221,2.0,78.0,22.0
3,9,15,16,52,640,223,2.0,78.0,22.0
4,8,15,20,52,643,223,2.0,78.0,22.0
0,13,7,22,46,644,217,2.0,78.0,22.0
2,8,13,17,51,641,220,2.0,78.0,22.0
3,9,13,17,50,642,222,2.0,78.0,22.0
1,10,12,19,50,641,222,2.0,78.0,22.0
0,11,7,17,46,642,219,2.0,78.0,22.0
4,9,14,17,52,639,224,2.0,78.0,22.0
0,11,10,19,45,643,217,2.0,78.0,22.0
3,7,14,14,51,638,224,2.0,78.0,22.0
3,10,15,18,50,641,223,2.0,78.0,22.0
3,5,15,12,53,637,224,2.0,78.0,22.0
3,8,13,16,50,641,224,2.0,78.0,22.0
0,12,8,17,46,643,218,2.0,78.0,22.0
0,11,8,21,46,645,217,2.0,78.0,22.0
2,10,12,17,50,644,220,2.0,78.0,22.0
2,11,12,18,50,642,223,2.0,78.0,22.0
4,7,16,18,54,641,224,2.0,78.0,22.0
8,8,16,15,53,640,227,2.0,78.0,22.0
5,9,14,17,51,642,222,2.0,78.0,22.0
4,8,13,16,50,642,223,2.0,78.0,22.0
4,8,14,17,51,641,225,2.0,78.0,22.0
4,9,16,17,52,639,225,2.0,78.0,22.0
2,8,16,17,51,642,224,2.0,78.0,22.0
2,7,11,13,49,638,220,2.0,78.0,22.0
3,8,13,17,51,641,222,2.0,78.0,22.0
4,3,14,13,52,637,225,2.0,78.0,22.0
0,10,10,17,47,642,218,2.0,78.0,22.0
0,7,11,18,50,644,221,2.0,78.0,22.0
4,9,15,17,53,640,223,2.0,78.0,22.0
2,9,12,12,49,640,223,2.0,78.0,22.0
0,10,10,17,45,638,221,2.0,78.0,22.0
5,8,14,17,50,642,223,2.0,78.0,22.0
0,7,10,16,48,639,218,2.0,78.0,22.0
0,12,10,17,48,642,218,2.0,78.0,22.0
3,8,13,17,49,641,222,2.0,78.0,22.0
5,8,16,17,51,640,223,2.0,78.0,22.0
4,8,15,16,52,641,224,2.0,78.0,22.0
4,10,14,16,51,640,224,2.0,78.0,22.0
1,13,11,18,50,644,221,2.0,78.0,22.0
3,4,14,16,51,639,225,2.0,78.0,22.0
4,9,14,17,51,640,223,2.0,78.0,22.0
3,7,13,18,51,642,223,2.0,78.0,22.0
4,8,13,16,50,640,224,2.0,78.0,22.0
3,10,15,18,51,640,221,2.0,78.0,22.0
0,10,9,18,44,643,219,2.0,78.0,22.0
4,8,16,16,52,640,224,2.0,78.0,22.0
3,10,12,18,49,643,223,2.0,78.0,22.0
2,9,14,17,49,640,219,2.0,78.0,22.0
3,9,13,17,50,642,223,2.0,78.0,22.0
4,8,14,14,52,639,223,2.0,78.0,22.0
0,12,8,20,47,645,218,2.0,78.0,22.0
2,10,15,17,51,641,224,2.0,78.0,22.0
2,4,14,17,53,639,223,2.0,78.0,22.0
5,8,13,18,51,642,224,2.0,78.0,22.0
3,9,14,17,50,639,220,2.0,78.0,22.0
3,8,14,17,51,641,224,2.0,78.0,22.0
1,7,16,18,50,642,223,2.0,78.0,22.0
3,10,15,17,51,641,224,2.0,78.0,22.0
0,12,9,21,48,643,218,2.0,78.0,22.0
3,8,12,16,50,643,222,2.0,78.0,22.0
0,8,9,16,48,640,221,2.0,78.0,22.0
4,8,15,18,52,640,225,2.0,78.0,22.0
0,10,8,20,48,644,218,2.0,78.0,22.0
4,6,15,10,52,638,224,2.0,78.0,22.0
3,8,11,17,49,642,221,2.0,78.0,22.0
2,8,14,13,51,637,221,2.0,78.0,22.0
4,9,14,18,52,641,223,2.0,78.0,22.0
0,11,9,21,45,645,219,2.0,78.0,22.0
2,9,14,17,51,640,224,2.0,78.0,22.0
2,8,14,17,51,641,223,2.0,78.0,22.0
5,9,15,17,51,641,223,2.0,78.0,22.0
6,6,14,16,52,638,224,2.0,78.0,22.0
5,7,16,15,54,637,225,2.0,78.0,22.0
6,9,16,17,52,641,225,2.0,78.0,22.0
5,10,13,18,51,642,225,2.0,78.0,22.0
0,10,10,16,48,642,219,2.0,78.0,22.0
3,9,14,17,51,641,225,2.0,78.0,22.0
2,9,12,17,50,641,223,2.0,78.0,22.0
2,5,12,13,49,638,221,2.0,78.0,22.0
4,7,13,16,52,640,223,2.0,78.0,22.0
6,4,18,14,55,637,227,2.0,78.0,22.0
4,8,15,17,52,639,223,2.0,78.0,22.0
3,8,10,15,49,640,220,2.0,78.0,22.0
0,12,7,20,46,643,218,2.0,78.0,22.0
3,9,14,15,53,639,224,2.0,78.0,22.0
2,9,14,16,51,640,223,2.0,78.0,22.0
4,9,14,20,52,643,222,2.0,78.0,22.0
5,9,15,16,50,639,224,2.0,78.0,22.0
1,12,8,17,47,642,217,2.0,78.0,22.0
3,9,13,18,51,641,224,2.0,78.0,22.0
3,7,16,17,52,641,225,2.0,78.0,22.0
1,11,12,16,51,642,223,2.0,78.0,22.0
2,9,14,19,51,641,225,2.0,78.0,22.0
3,8,14,17,26,215,82,4.0,75.0,25.0
4,8,15,18,27,213,81,4.0,75.0,25.0
2,8,14,12,26,208,82,4.0,75.0,25.0
3,3,14,11,29,209,83,4.0,75.0,25.0
2,9,10,15,25,213,81,4.0,75.0,25.0
3,7,14,15,27,213,83,4.0,75.0,25.0
2,8,14,17,29,214,82,4.0,75.0,25.0
4,9,14,18,27,215,80,4.0,75.0,25.0
3,7,15,16,28,213,82,4.0,75.0,25.0
4,4,18,16,32,210,86,4.0,75.0,25.0
0,8,8,18,23,214,78,4.0,75.0,25.0
2,3,15,11,27,207,82,4.0,75.0,25.0
3,6,14,14,28,211,81,4.0,75.0,25.0
3,8,14,16,26,214,81,4.0,75.0,25.0
3,4,17,14,29,210,83,4.0,75.0,25.0
2,8,14,14,28,214,82,4.0,75.0,25.0
2,9,16,18,29,214,81,4.0,75.0,25.0
1,5,15,14,27,212,81,4.0,75.0,25.0
4,6,15,16,28,213,81,4.0,75.0,25.0
3,8,11,15,27,214,80,4.0,75.0,25.0
0,9,11,16,23,214,76,4.0,75.0,25.0
4,5,17,11,31,208,83,4.0,75.0,25.0
3,5,15,14,27,212,84,4.0,75.0,25.0
2,10,13,20,28,215,80,4.0,75.0,25.0
0,7,14,17,25,213,81,4.0,75.0,25.0
1,8,12,16,25,215,79,4.0,75.0,25.0
3,6,15,15,26,210,81,4.0,75.0,25.0
3,2,14,10,25,209,82,4.0,75.0,25.0
0,9,9,18,21,214,77,4.0,75.0,25.0
2,10,11,16,28,214,81,4.0,75.0,25.0
2,5,11,17,27,214,81,4.0,75.0,25.0
2,8,16,16,27,212,82,4.0,75.0,25.0
3,7,15,16,28,213,82,4.0,75.0,25.0
0,7,11,15,26,213,79,4.0,75.0,25.0
2,5,17,13,30,209,83,4.0,75.0,25.0
3,10,14,19,28,214,84,4.0,75.0,25.0
3,8,15,15,28,212,82,4.0,75.0,25.0
3,8,15,16,27,214,82,4.0,75.0,25.0
3,8,14,15,28,212,82,4.0,75.0,25.0
3,8,14,16,28,214,81,4.0,75.0,25.0
2,8,15,18,28,214,82,4.0,75.0,25.0
0,7,9,16,24,214,76,4.0,75.0,25.0
5,3,16,11,29,209,83,4.0,75.0,25.0
3,4,14,15,29,211,83,4.0,75.0,25.0
3,4,15,14,28,212,81,4.0,75.0,25.0
0,8,9,17,21,213,78,4.0,75.0,25.0
0,8,12,17,23,212,81,4.0,75.0,25.0
3,4,12,12,28,211,83,4.0,75.0,25.0
3,7,15,16,27,214,83,4.0,75.0,25.0
3,10,14,18,27,216,81,4.0,75.0,25.0
3,9,14,17,29,214,83,4.0,75.0,25.0
2,9,12,17,27,214,82,4.0,75.0,25.0
3,8,14,15,28,212,82,4.0,75.0,25.0
4,8,15,16,28,214,83,4.0,75.0,25.0
4,9,15,17,27,213,82,4.0,75.0,25.0
5,5,15,13,25,211,84,4.0,75.0,25.0
0,9,10,17,24,217,78,4.0,75.0,25.0
5,4,17,13,31,212,85,4.0,75.0,25.0
4,4,15,10,29,209,83,4.0,75.0,25.0
2,8,10,15,25,213,81,4.0,75.0,25.0
1,9,14,17,28,214,82,4.0,75.0,25.0
2,9,14,17,27,214,83,4.0,75.0,25.0
2,9,14,17,26,215,82,4.0,75.0,25.0
0,7,10,15,24,213,78,4.0,75.0,25.0
3,4,15,11,29,210,80,4.0,75.0,25.0
5,3,15,11,29,208,85,4.0,75.0,25.0
1,7,14,15,27,213,83,4.0,75.0,25.0
5,1,19,14,31,213,84,4.0,75.0,25.0
1,8,13,19,27,215,81,4.0,75.0,25.0
4,9,15,17,28,214,81,4.0,75.0,25.0
0,13,8,17,22,217,77,4.0,75.0,25.0
2,8,15,17,28,215,80,4.0,75.0,25.0
2,8,14,11,26,209,80,4.0,75.0,25.0
3,8,14,17,26,214,82,4.0,75.0,25.0
3,5,16,13,28,211,84,4.0,75.0,25.0
5,6,16,15,28,212,84,4.0,75.0,25.0
