1152,30,18,30,32,3,7,2.0,140.0,160.0
1160,30,22,32,35,9,11,2.0,140.0,160.0
1161,30,24,32,37,11,11,2.0,140.0,160.0
1157,26,22,30,36,7,11,2.0,140.0,160.0
1158,27,24,31,35,7,10,2.0,140.0,160.0
1159,28,21,34,35,10,11,2.0,140.0,160.0
1156,30,22,32,37,10,12,2.0,140.0,160.0
1155,28,22,32,37,9,9,2.0,140.0,160.0
1157,29,23,34,37,9,12,2.0,140.0,160.0
1159,29,23,34,37,9,10,2.0,140.0,160.0
1156,28,23,31,35,6,11,2.0,140.0,160.0
1158,29,23,33,37,9,10,2.0,140.0,160.0
1155,29,20,33,35,8,10,2.0,140.0,160.0
1160,30,22,36,37,10,12,2.0,140.0,160.0
1158,30,23,35,39,10,10,2.0,140.0,160.0
1158,24,22,31,34,4,9,2.0,140.0,160.0
1157,27,20,32,36,9,10,2.0,140.0,160.0
1159,28,24,35,36,10,11,2.0,140.0,160.0
1159,30,23,34,38,11,11,2.0,140.0,160.0
1152,29,17,32,32,9,3,2.0,140.0,160.0
1154,30,22,33,36,9,13,2.0,140.0,160.0
1159,31,22,33,36,10,10,2.0,140.0,160.0
1159,25,21,33,34,9,10,2.0,140.0,160.0
1157,31,23,34,36,11,9,2.0,140.0,160.0
1159,30,22,32,36,10,11,2.0,140.0,160.0
1158,28,22,33,37,10,11,2.0,140.0,160.0
1161,30,22,35,36,11,10,2.0,140.0,160.0
1158,30,23,34,35,9,11,2.0,140.0,160.0
1156,30,22,35,37,9,10,2.0,140.0,160.0
1157,29,23,34,36,11,8,2.0,140.0,160.0
1158,29,20,30,33,6,9,2.0,140.0,160.0
1157,31,22,35,34,11,10,2.0,140.0,160.0
1159,24,22,32,35,6,10,2.0,140.0,160.0
1159,29,19,35,31,8,9,2.0,140.0,160.0
1159,29,22,34,36,7,11,2.0,140.0,160.0
1158,30,21,33,37,9,11,2.0,140.0,160.0
1159,28,23,34,36,8,10,2.0,140.0,160.0
1154,28,17,31,33,8,6,2.0,140.0,160.0
