2,0,4,6,7,0,970,1.0
0,0,4,1,5,0,971,1.0
0,0,2,5,6,0,973,1.0
0,1,2,6,7,2,971,1.0
0,0,3,7,5,0,973,1.0
1,1,3,4,6,0,973,1.0
2,0,2,3,8,0,972,1.0
0,1,0,5,3,2,968,1.0
0,0,1,0,7,0,975,1.0
0,2,0,6,5,0,972,1.0
1,0,2,1,7,0,974,1.0
0,1,0,7,5,3,969,1.0
3,0,4,0,8,0,975,1.0
2,0,3,5,8,0,974,1.0
0,1,0,6,3,1,971,1.0
0,0,5,3,8,0,973,1.0
0,0,3,0,5,0,973,1.0
0,1,0,5,0,0,971,1.0
2,0,4,5,8,0,973,1.0
1,0,4,5,8,0,974,1.0
0,2,1,7,3,1,972,1.0
0,0,1,6,5,3,971,1.0
2,0,4,5,6,0,975,1.0
0,0,3,0,7,0,973,1.0
1,2,4,4,8,0,973,1.0
0,0,2,1,2,0,973,1.0
2,0,3,5,7,0,976,1.0
2,0,4,6,7,0,972,1.0
3,1,4,4,8,2,974,1.0
3,0,5,4,8,1,974,1.0
2,0,3,2,3,0,971,1.0
1,0,3,5,7,0,973,1.0
3,0,3,7,5,4,973,1.0
1,0,3,5,6,2,972,1.0
0,0,4,0,5,0,974,1.0
1,0,2,7,4,2,972,1.0
1,0,4,2,6,0,974,1.0
0,1,4,2,7,0,973,1.0
1,0,3,6,8,1,975,1.0
0,2,4,6,4,2,974,1.0
1,0,2,2,5,0,972,1.0
2,1,4,6,7,1,974,1.0
3,2,3,5,5,0,974,1.0
0,0,0,4,4,1,971,1.0
0,0,5,4,7,1,974,1.0
0,0,2,5,8,0,974,1.0
2,1,1,7,8,0,973,1.0
1,0,5,6,7,1,974,1.0
0,0,0,2,4,0,971,1.0
2,2,4,3,7,0,973,1.0
0,1,4,6,7,0,973,1.0
1,0,5,2,7,0,975,1.0
1,0,2,3,7,0,973,1.0
1,2,4,4,6,0,972,1.0
1,1,2,4,6,0,972,1.0
3,0,3,0,7,0,973,1.0
0,0,2,3,7,0,973,1.0
0,2,2,7,6,1,974,1.0
0,0,2,2,7,0,973,1.0
0,0,0,6,1,1,971,1.0
1,0,2,6,5,2,973,1.0
0,0,3,5,8,0,973,1.0
1,1,5,4,8,0,973,1.0
1,0,2,5,5,2,970,1.0
2,0,3,6,7,0,974,1.0
0,1,4,6,7,0,973,1.0
0,0,1,4,4,0,970,1.0
2,0,3,2,5,0,974,1.0
2,0,4,4,7,0,974,1.0
0,2,4,5,8,2,973,1.0
1,1,4,6,7,1,972,1.0
2,1,4,4,8,1,975,1.0
0,0,2,0,4,0,971,1.0
0,1,1,6,3,1,972,1.0
0,0,0,6,4,0,971,1.0
2,0,3,5,7,0,974,1.0
2,2,2,6,7,0,973,1.0
1,1,4,4,7,0,972,1.0
0,2,1,5,5,0,971,1.0
4,0,4,2,7,0,973,1.0
0,1,4,4,8,1,975,1.0
2,0,3,4,5,0,972,1.0
0,1,1,5,4,0,969,1.0
1,1,3,3,6,0,972,1.0
1,1,5,6,7,0,973,1.0
2,0,4,3,7,0,973,1.0
2,0,4,0,7,0,973,1.0
0,0,4,6,7,2,975,1.0
1,0,3,2,7,0,973,1.0
0,1,2,1,2,1,970,1.0
3,0,4,3,8,0,974,1.0
2,0,5,4,6,0,974,1.0
0,1,1,6,7,0,971,1.0
3,0,4,5,6,1,974,1.0
1,0,3,4,8,0,973,1.0
1,2,4,6,7,1,974,1.0
0,0,0,6,1,0,971,1.0
0,1,2,6,4,0,973,1.0
0,2,0,6,5,1,971,1.0
0,0,0,5,2,1,969,1.0
0,0,3,6,7,1,276,1.0
0,0,0,5,0,0,270,1.0
0,0,3,3,4,0,274,1.0
1,0,2,2,5,0,274,1.0
0,0,0,3,3,0,273,1.0
0,0,2,4,7,0,275,1.0
1,0,3,7,8,0,275,1.0
0,1,3,5,6,2,275,1.0
0,0,2,6,6,0,275,1.0
0,1,0,6,1,1,271,1.0
0,1,3,6,8,0,275,1.0
0,0,4,8,7,2,275,1.0
1,1,4,5,7,0,276,1.0
1,1,3,5,7,2,275,1.0
0,1,1,6,5,1,274,1.0
0,1,1,5,4,0,273,1.0
0,0,1,1,3,0,273,1.0
1,0,3,1,7,0,276,1.0
0,0,3,6,7,0,274,1.0
0,1,1,6,6,0,272,1.0
0,0,3,3,8,0,274,1.0
1,1,2,5,5,0,274,1.0
0,1,0,6,4,2,272,1.0
0,1,0,3,2,0,270,1.0
0,0,1,5,5,0,273,1.0
0,0,0,5,1,4,273,1.0
1,2,2,6,4,0,273,1.0
0,2,2,3,7,1,275,1.0
0,0,3,4,7,0,275,1.0
0,0,0,2,5,0,273,1.0
0,0,4,0,6,0,274,1.0
0,0,2,1,5,1,273,1.0
0,2,2,5,7,0,275,1.0
2,0,2,5,4,0,274,1.0
0,0,3,2,7,0,275,1.0
0,1,0,5,0,1,268,1.0
0,0,2,6,6,1,273,1.0
0,0,3,1,7,0,275,1.0
0,0,3,6,7,2,273,1.0
0,0,2,5,6,2,273,1.0
0,1,2,6,5,1,274,1.0
0,0,6,4,7,0,275,1.0
0,0,0,5,2,0,271,1.0
2,0,2,1,6,0,274,1.0
0,0,4,6,7,0,272,1.0
0,2,0,7,5,0,270,1.0
0,0,2,7,4,2,274,1.0
0,0,2,2,3,0,272,1.0
0,0,2,4,7,0,275,1.0
0,1,2,6,6,1,271,1.0
0,2,3,2,6,0,274,1.0
0,1,2,4,8,1,272,1.0
1,2,1,4,7,1,275,1.0
1,2,1,6,5,0,274,1.0
0,0,1,4,5,0,275,1.0
0,1,4,5,6,0,275,1.0
0,0,4,0,6,0,275,1.0
0,0,1,1,4,0,273,1.0
0,0,1,0,4,0,273,1.0
0,0,3,2,6,0,275,1.0
1,1,4,0,7,0,275,1.0
1,0,1,2,5,0,275,1.0
0,0,3,3,4,0,273,1.0
0,2,0,6,1,2,271,1.0
2,0,4,0,7,0,276,1.0
0,1,0,6,2,0,272,1.0
1,0,3,4,7,0,274,1.0
0,0,1,1,5,0,273,1.0
0,1,0,4,1,0,269,1.0
0,0,1,4,8,0,273,1.0
2,0,2,5,6,0,274,1.0
0,1,1,6,7,0,274,1.0
0,0,3,2,6,0,273,1.0
0,1,0,7,4,1,272,1.0
0,0,0,0,4,0,275,1.0
0,1,1,5,6,0,273,1.0
1,0,2,2,7,0,274,1.0
0,0,1,6,6,2,274,1.0
0,0,4,1,8,0,275,1.0
1,0,1,2,5,0,274,1.0
0,0,3,1,6,0,275,1.0
0,0,0,5,4,0,271,1.0
2,0,4,2,7,0,275,1.0
1,0,3,3,6,0,276,1.0
0,1,3,4,7,2,275,1.0
0,0,2,0,8,0,275,1.0
0,0,0,5,6,1,274,1.0
0,1,2,6,7,1,275,1.0
0,0,2,5,6,1,274,1.0
0,0,2,5,6,0,273,1.0
0,1,0,4,2,0,270,1.0
2,0,3,3,6,0,274,1.0
0,1,4,6,7,1,275,1.0
1,0,0,4,2,1,273,1.0
0,1,0,4,5,1,272,1.0
0,0,0,2,4,0,274,1.0
0,0,0,3,1,1,269,1.0
0,1,2,6,5,1,272,1.0
1,1,1,3,4,1,274,1.0
0,1,0,6,5,1,271,1.0
0,0,2,0,8,0,80,1.0
0,1,2,4,6,1,78,1.0
1,2,5,5,6,2,81,1.0
0,0,2,2,8,0,81,1.0
0,0,2,1,6,0,80,1.0
0,0,0,5,1,2,76,1.0
0,0,1,1,4,0,80,1.0
2,1,3,5,6,0,81,1.0
0,0,2,4,6,1,80,1.0
0,2,2,7,5,1,79,1.0
0,0,1,5,7,0,80,1.0
0,0,3,0,5,0,80,1.0
0,0,1,0,2,0,77,1.0
0,0,3,4,7,0,80,1.0
0,0,2,4,6,0,78,1.0
0,0,1,5,6,2,79,1.0
0,1,2,4,6,0,80,1.0
0,1,0,5,1,1,77,1.0
0,0,2,6,7,0,78,1.0
0,3,0,7,3,2,74,1.0
0,0,2,0,4,0,80,1.0
0,1,3,5,8,0,78,1.0
0,0,1,5,6,1,78,1.0
0,1,1,6,1,1,78,1.0
0,1,2,5,6,0,80,1.0
0,0,3,6,5,0,78,1.0
0,0,2,8,5,3,78,1.0
0,0,0,5,4,0,80,1.0
0,1,0,6,4,0,79,1.0
0,2,1,7,7,2,78,1.0
0,0,1,0,5,0,81,1.0
0,1,0,6,3,0,79,1.0
2,1,3,4,7,1,80,1.0
0,0,2,5,6,0,79,1.0
0,0,0,4,2,1,76,1.0
1,2,3,6,6,1,81,1.0
0,0,2,3,6,0,79,1.0
0,2,0,6,2,1,75,1.0
0,0,3,0,6,0,79,1.0
1,0,2,1,4,0,80,1.0
0,1,1,7,4,2,77,1.0
0,0,0,4,3,0,74,1.0
0,0,2,6,6,0,79,1.0
0,0,0,3,2,0,77,1.0
0,0,4,0,7,0,79,1.0
0,0,2,0,6,0,79,1.0
0,0,2,7,5,2,81,1.0
0,0,3,5,6,1,81,1.0
1,1,2,5,7,2,80,1.0
0,1,0,6,0,1,75,1.0
0,0,0,4,4,1,76,1.0
0,1,0,6,4,1,78,1.0
0,0,2,5,6,1,80,1.0
0,2,2,1,7,0,81,1.0
0,0,1,5,4,2,80,1.0
0,0,2,3,6,0,79,1.0
1,0,5,1,7,0,81,1.0
0,0,3,2,7,0,80,1.0
0,0,0,4,1,0,76,1.0
0,1,3,6,7,0,81,1.0
0,2,0,6,4,2,75,1.0
0,0,1,4,5,0,79,1.0
0,0,2,5,7,0,78,1.0
0,0,1,6,8,1,80,1.0
0,0,1,0,5,0,80,1.0
0,0,2,4,3,0,76,1.0
0,1,3,6,5,1,80,1.0
0,2,0,6,4,0,79,1.0
0,1,2,4,6,2,76,1.0
0,0,2,2,2,0,78,1.0
0,1,0,5,2,0,78,1.0
1,1,1,4,5,1,80,1.0
0,0,1,7,6,0,80,1.0
0,0,0,4,3,1,77,1.0
0,3,3,5,7,1,79,1.0
0,0,0,1,0,0,77,1.0
0,0,2,2,7,0,81,1.0
0,1,0,4,4,0,77,1.0
0,0,0,3,0,0,78,1.0
1,0,3,1,6,0,79,1.0
0,0,2,6,3,1,80,1.0
0,0,3,4,6,1,81,1.0
0,0,0,1,4,0,77,1.0
0,0,4,2,8,0,80,1.0
1,0,3,4,6,0,80,1.0
0,3,0,6,2,0,79,1.0
0,0,0,7,4,0,80,1.0
0,1,0,5,4,0,77,1.0
0,0,1,1,7,0,79,1.0
0,0,2,5,6,0,79,1.0
0,2,1,4,5,0,76,1.0
1,0,3,5,8,0,80,1.0
0,1,0,4,2,0,76,1.0
0,0,0,4,1,0,77,1.0
0,0,0,7,1,1,76,1.0
1,0,3,6,6,0,80,1.0
0,0,4,6,7,2,79,1.0
0,0,2,4,4,1,80,1.0
0,1,3,5,7,1,81,1.0
0,0,0,5,4,1,80,1.0
0,0,2,4,7,0,19,1.0
0,2,2,6,6,1,18,1.0
0,1,0,3,0,0,15,1.0
0,0,0,1,3,0,19,1.0
1,1,4,7,7,1,21,1.0
0,3,2,5,5,0,17,1.0
2,2,3,5,7,0,21,1.0
0,0,0,1,0,0,14,1.0
0,0,0,3,3,0,18,1.0
0,1,4,6,7,1,21,1.0
0,1,1,3,3,0,17,1.0
0,2,3,4,7,1,19,1.0
1,0,1,6,4,0,19,1.0
0,1,0,6,3,1,19,1.0
0,0,1,6,7,1,16,1.0
0,0,0,2,3,0,19,1.0
0,0,4,3,7,0,19,1.0
0,0,3,6,5,3,16,1.0
0,1,1,6,4,2,19,1.0
0,0,1,7,5,1,19,1.0
0,0,1,1,7,0,19,1.0
0,1,2,6,6,0,20,1.0
0,1,0,4,6,0,17,1.0
0,0,0,6,0,2,17,1.0
0,0,0,4,4,1,16,1.0
0,0,0,5,3,0,17,1.0
0,1,0,7,5,1,17,1.0
0,0,2,7,6,1,20,1.0
0,0,2,6,5,0,16,1.0
0,1,3,3,6,0,19,1.0
0,0,3,4,7,0,22,1.0
0,0,1,5,6,1,20,1.0
0,0,1,4,1,0,17,1.0
0,0,3,0,6,0,19,1.0
0,0,2,5,7,0,20,1.0
0,0,2,1,6,0,21,1.0
0,0,1,1,6,0,20,1.0
0,0,2,6,4,1,18,1.0
0,0,3,3,6,0,19,1.0
0,2,0,5,3,1,19,1.0
2,2,2,5,7,2,20,1.0
0,1,2,7,6,1,20,1.0
0,0,0,7,1,1,16,1.0
0,0,1,6,5,0,20,1.0
0,2,0,5,3,2,15,1.0
0,0,3,2,6,0,20,1.0
0,2,2,1,7,0,20,1.0
1,0,4,4,8,0,21,1.0
