2,6,15,13,14,4,12,2.0
2,7,14,11,13,2,10,2.0
1,9,13,14,9,7,8,2.0
0,8,13,13,11,4,10,2.0
0,8,14,12,12,1,12,2.0
1,8,15,15,11,5,11,2.0
0,8,12,15,11,5,4,2.0
0,11,13,16,9,7,7,2.0
5,8,15,16,12,5,10,2.0
3,10,14,15,13,6,11,2.0
0,8,11,13,11,2,10,2.0
1,9,12,12,11,6,7,2.0
3,9,13,14,10,6,12,2.0
0,8,11,12,11,3,7,2.0
4,7,14,9,13,1,10,2.0
0,7,9,13,9,3,8,2.0
3,8,16,11,13,3,11,2.0
