8,15,98,334,112,14,989,2.0
8,11,99,334,112,10,992,2.0
10,16,100,332,112,10,990,2.0
10,11,101,330,112,10,991,2.0
9,15,100,331,112,10,991,2.0
8,16,99,335,111,13,988,2.0
6,13,95,330,107,9,985,2.0
6,13,100,332,113,10,990,2.0
10,16,98,334,113,13,990,2.0
10,14,100,332,111,13,990,2.0
7,13,98,331,111,11,991,2.0
7,12,99,332,113,10,991,2.0
11,12,100,331,111,10,992,2.0
11,15,102,333,113,13,992,2.0
8,14,97,335,109,11,991,2.0
9,14,101,336,111,13,989,2.0
8,16,98,334,111,13,992,2.0
8,13,100,335,111,14,993,2.0
7,14,95,334,109,12,989,2.0
10,15,99,333,112,13,990,2.0
10,13,94,333,106,13,991,2.0
7,11,95,331,108,10,989,2.0
9,13,100,333,113,14,988,2.0
10,15,99,335,112,15,990,2.0
10,13,98,334,111,14,991,2.0
4,14,94,333,106,12,987,2.0
10,14,99,333,113,12,988,2.0
10,13,99,332,113,10,992,2.0
9,12,100,333,113,9,992,2.0
9,14,99,332,113,12,991,2.0
10,10,99,330,113,7,990,2.0
6,16,96,333,107,13,990,2.0
10,14,99,332,113,10,989,2.0
10,14,98,332,110,14,992,2.0
6,14,97,334,110,13,988,2.0
10,15,98,334,111,14,990,2.0
9,13,98,333,110,11,989,2.0
10,13,96,331,110,8,991,2.0
8,17,95,336,111,12,991,2.0
9,15,97,333,110,11,990,2.0
9,16,99,335,111,12,992,2.0
11,16,99,330,111,12,991,2.0
9,16,97,334,110,13,991,2.0
8,16,96,335,109,14,988,2.0
8,17,98,332,113,13,990,2.0
10,16,98,331,112,11,993,2.0
10,14,98,331,113,11,992,2.0
8,15,96,333,111,12,987,2.0
10,15,98,333,113,13,990,2.0
9,15,94,334,108,14,990,2.0
7,14,98,333,110,9,989,2.0
6,15,96,334,110,12,989,2.0
10,16,97,329,111,9,991,2.0
9,13,98,333,112,10,988,2.0
10,17,99,334,110,13,989,2.0
10,16,97,335,111,12,991,2.0
9,16,99,334,113,13,991,2.0
6,15,98,329,112,8,991,2.0
10,11,99,329,112,8,991,2.0
8,16,97,333,108,12,990,2.0
8,16,97,333,112,11,987,2.0
8,14,98,332,111,12,990,2.0
6,16,98,335,112,14,990,2.0
7,13,99,332,111,10,989,2.0
6,15,94,333,107,11,988,2.0
9,15,99,335,113,11,991,2.0
8,15,99,335,112,12,992,2.0
6,14,98,335,112,13,992,2.0
8,13,98,333,111,10,991,2.0
6,15,97,334,110,12,990,2.0
9,14,98,332,113,12,989,2.0
7,12,95,331,109,10,991,2.0
7,15,98,334,109,13,988,2.0
9,14,97,332,111,13,990,2.0
8,12,93,333,106,11,988,2.0
9,11,98,328,111,9,991,2.0
8,16,97,335,109,10,990,2.0
8,16,99,334,111,12,988,2.0
10,15,99,335,111,12,991,2.0
9,12,98,328,110,8,991,2.0
4,16,94,334,109,14,988,2.0
7,16,100,334,112,14,990,2.0
3,15,95,335,106,15,986,2.0
6,13,96,332,109,10,989,2.0
10,12,100,335,113,14,989,2.0
9,16,98,334,111,13,990,2.0
6,16,97,334,112,13,988,2.0
5,18,101,336,110,14,990,2.0
6,16,95,336,107,13,987,2.0
8,14,98,330,113,8,990,2.0
5,15,95,335,109,11,988,2.0
8,16,98,334,111,13,992,2.0
9,11,98,334,112,15,991,2.0
8,14,98,331,111,9,990,2.0
7,15,100,334,111,9,989,2.0
10,14,99,332,112,12,991,2.0
7,13,98,332,109,9,989,2.0
10,15,97,334,110,11,991,2.0
8,16,98,333,112,9,989,2.0
4,16,96,333,111,13,989,2.0
10,13,130,129,82,40,985,2.0
8,14,129,129,81,41,984,2.0
9,14,130,127,83,37,985,2.0
7,10,126,129,78,41,983,2.0
10,10,130,128,83,38,984,2.0
8,12,129,126,81,39,982,2.0
9,11,129,126,83,39,985,2.0
3,17,125,128,78,41,981,2.0
7,11,126,128,78,41,983,2.0
7,12,125,128,78,36,985,2.0
4,14,126,128,80,41,980,2.0
